Whisky Name,Link,Tags,Nose Score,Nose Comment,Taste Score,Taste Comment,Finish Score,Finish Comment,document_text
North Port1966 DL,https://www.whiskybase.com/whiskies/whisky/25561/north-port-1966-dl,"Dried Fruit,Leathery,Sherried",,"Roasted hazelnuts, nut nougat cream, fresh orange zest, red gummy bears, some mint ... the nut notes become a little greener with water.",,"Strong, but never overpowering wood, light toasty aromas, clean and heavy sherry ... slightly lighter with water.",,"Dry and long finish, cooling mint lingers on the palate ... no, it doesn't need water.","위스키 이름: North Port1966 DL
태그: Dried Fruit,Leathery,Sherried

향(Nose): Roasted hazelnuts, nut nougat cream, fresh orange zest, red gummy bears, some mint ... the nut notes become a little greener with water.

맛(Taste): Strong, but never overpowering wood, light toasty aromas, clean and heavy sherry ... slightly lighter with water.

피니쉬(Finish): Dry and long finish, cooling mint lingers on the palate ... no, it doesn't need water."
Glen Grant1948 GM,https://www.whiskybase.com/whiskies/whisky/12390/glen-grant-1948-gm,"Dried Fruit,Leathery,Tobacco",,"Delicate, but great play of aromas, one dreams of 4-5% more ... Papaya, mango, rarely seen so clearly at Glen Grant, fine tobacco and oiled, noble leather, star fruit, macadamia, marzipan, camphor, white chocolate, blossom honey, Crossaint, wax, fine coffee beans ground very finely, pear, brown sugar, has something of an old, top Clynelish",,"Papaya, then great, pure mocha, then again a lot of the Grant apple, which wasn't really on the nose, very creamy, mango, pear, leather, finely ground tobacco leaves, eucalyptus, a hint of aniseed and ginger, camphor, green tea, ancient Oak, but very subtle and wrapped in velvet, grapefruit, wax, tick vegetables",,"Coffee beans, grapefruit, nut nougat cream, dream, apple, rooibos, ginger, eucalyptus, long to very long, crass with the few% and not all of them manage it even with age","위스키 이름: Glen Grant1948 GM
태그: Dried Fruit,Leathery,Tobacco

향(Nose): Delicate, but great play of aromas, one dreams of 4-5% more ... Papaya, mango, rarely seen so clearly at Glen Grant, fine tobacco and oiled, noble leather, star fruit, macadamia, marzipan, camphor, white chocolate, blossom honey, Crossaint, wax, fine coffee beans ground very finely, pear, brown sugar, has something of an old, top Clynelish

맛(Taste): Papaya, then great, pure mocha, then again a lot of the Grant apple, which wasn't really on the nose, very creamy, mango, pear, leather, finely ground tobacco leaves, eucalyptus, a hint of aniseed and ginger, camphor, green tea, ancient Oak, but very subtle and wrapped in velvet, grapefruit, wax, tick vegetables

피니쉬(Finish): Coffee beans, grapefruit, nut nougat cream, dream, apple, rooibos, ginger, eucalyptus, long to very long, crass with the few% and not all of them manage it even with age"
Lagavulin1991,https://www.whiskybase.com/whiskies/whisky/91053/lagavulin-1991,Toasted,93.0,"Superb nose on sherry, melted and peaty.\nAsh, flint, pebble, oily peat, black tea, tobacco, cigar. Oily leather, seaweed, light iodine side.\nThen we move on to a defined red fruit, currant, berries, brambles.\nWe finish on medicinal, with a nice dose of camphor, which mixes with a super grapefruit skin.",92.0,"In the mouth it is also very complex.\nThe peat is melted and defined, with a little embers.\nLight barbecue, with ash.\nBlack tea, liquorice, camphor, dried aromatic herbs.\nLemon, orange, grapefruit peel.\nLight dry wood, precious.\nGreasy leather.",92.0,"Long finish on the barbecue, ash, blackcurrant and redcurrant, citrus zest, camphor.\nFresh.","위스키 이름: Lagavulin1991
태그: Toasted

향(Nose) [점수: 93.0]: Superb nose on sherry, melted and peaty.\nAsh, flint, pebble, oily peat, black tea, tobacco, cigar. Oily leather, seaweed, light iodine side.\nThen we move on to a defined red fruit, currant, berries, brambles.\nWe finish on medicinal, with a nice dose of camphor, which mixes with a super grapefruit skin.

맛(Taste) [점수: 92.0]: In the mouth it is also very complex.\nThe peat is melted and defined, with a little embers.\nLight barbecue, with ash.\nBlack tea, liquorice, camphor, dried aromatic herbs.\nLemon, orange, grapefruit peel.\nLight dry wood, precious.\nGreasy leather.

피니쉬(Finish) [점수: 92.0]: Long finish on the barbecue, ash, blackcurrant and redcurrant, citrus zest, camphor.\nFresh."
The Whisky that Cannot be Named1953 AD,https://www.whiskybase.com/whiskies/whisky/7874/the-whisky-that-cannot-be-named-1953-ad,"Chocolate,Citric,Cooked Fruit,Green-House,Hay-like,Leafy,Old Wood,Sherried,Tobacco",,"Herbal nose, but not just any herbal, its strongly THC Cannabis, marijuana, tetrahydrocannabinol nose. Never smelt anything like it. With sherry of course.",,"Almost indescribable, so beautifully integrated and unique. A herbal sherry like no other.",,"Others have done a good job on their descriptions, I'll just add a Ginger nut note on the finish.\nAbsolutely perfect, unique.\nThe whisky that cannot be forgotten.\nOne of the best I've ever had, thanks to Matt Mueller.","위스키 이름: The Whisky that Cannot be Named1953 AD
태그: Chocolate,Citric,Cooked Fruit,Green-House,Hay-like,Leafy,Old Wood,Sherried,Tobacco

향(Nose): Herbal nose, but not just any herbal, its strongly THC Cannabis, marijuana, tetrahydrocannabinol nose. Never smelt anything like it. With sherry of course.

맛(Taste): Almost indescribable, so beautifully integrated and unique. A herbal sherry like no other.

피니쉬(Finish): Others have done a good job on their descriptions, I'll just add a Ginger nut note on the finish.\nAbsolutely perfect, unique.\nThe whisky that cannot be forgotten.\nOne of the best I've ever had, thanks to Matt Mueller."
Glenglassaugh1972,https://www.whiskybase.com/whiskies/whisky/36845/glenglassaugh-1972,"Fresh Fruit,Toasted",95.0,"Truck loads of tropical fruits, pineapple, mango, passion fruit, bananas, peaches, ginger, pepper, sugar cane, hints of vanilla, creme brulee, whiffs of solvent - very good!",94.0,"Punchy, oily, creamy, sweet fruit juice, again all of the tropical fruits, also some citrus fruits, cooked oranges, hints of oak wood, spices, pepper, ginger - great!",93.0,"Long, warm, fruity, spicy, zesty, not drying","위스키 이름: Glenglassaugh1972
태그: Fresh Fruit,Toasted

향(Nose) [점수: 95.0]: Truck loads of tropical fruits, pineapple, mango, passion fruit, bananas, peaches, ginger, pepper, sugar cane, hints of vanilla, creme brulee, whiffs of solvent - very good!

맛(Taste) [점수: 94.0]: Punchy, oily, creamy, sweet fruit juice, again all of the tropical fruits, also some citrus fruits, cooked oranges, hints of oak wood, spices, pepper, ginger - great!

피니쉬(Finish) [점수: 93.0]: Long, warm, fruity, spicy, zesty, not drying"
Inchgower1965 JW,https://www.whiskybase.com/whiskies/whisky/2291/inchgower-1965-jw,,,"Its massive, huge fruity sherry of great age, the richest fruit cake in history probably sums it up.Rich date, prune, dark plump raisins and maybe a few burnt matches.",,"Like velvet but with a spicy fruit kick and some oak influence which at 39 years of age is expected. The sherry is massive and mixes in with dark forrest fruits, blackberry, raisins dates and some balsamic glaze.",,"Gets sweeter , the fruits just keep on coming","위스키 이름: Inchgower1965 JW

향(Nose): Its massive, huge fruity sherry of great age, the richest fruit cake in history probably sums it up.Rich date, prune, dark plump raisins and maybe a few burnt matches.

맛(Taste): Like velvet but with a spicy fruit kick and some oak influence which at 39 years of age is expected. The sherry is massive and mixes in with dark forrest fruits, blackberry, raisins dates and some balsamic glaze.

피니쉬(Finish): Gets sweeter , the fruits just keep on coming"
Glenlivet1959 GM,https://www.whiskybase.com/whiskies/whisky/12385/glenlivet-1959-gm,,,"Fabulous, entry, it has all that one is entitled to expect from an old Speyside aged in sherry cask: balance, elegance, complexity. The tangy scent of mandarin mixes with notes of precious wood (cedar, sandalwood) before the exotic fruits join the dance, gently, delicately. This is not the crazy exuberance of a Benriach 76, but by keys, inspiration after inspiration, they occupy the front of the stage. Papayas, guavas, but especially passion fruit cover tasty notes of toffee, candied figs, dates, with a hint of white pepper and nutmeg, the whole being admirably melted. Great art.",,"Powerful and lively, especially considering the age of the bouzin. A touch of woody bitterness reminds you, but we stay in the right line of the nose, despite a less complexity, on exotic fruits and mandarin, with a touch of walnuts. Although fluid in texture, this malt tapes your palate nicely, leaving no astringency behind.",,"Long, it finally betrays the age of this venerable Glenlivet by a woody more present, slightly spicy (nutmeg, white pepper), always mixed with fruit.","위스키 이름: Glenlivet1959 GM

향(Nose): Fabulous, entry, it has all that one is entitled to expect from an old Speyside aged in sherry cask: balance, elegance, complexity. The tangy scent of mandarin mixes with notes of precious wood (cedar, sandalwood) before the exotic fruits join the dance, gently, delicately. This is not the crazy exuberance of a Benriach 76, but by keys, inspiration after inspiration, they occupy the front of the stage. Papayas, guavas, but especially passion fruit cover tasty notes of toffee, candied figs, dates, with a hint of white pepper and nutmeg, the whole being admirably melted. Great art.

맛(Taste): Powerful and lively, especially considering the age of the bouzin. A touch of woody bitterness reminds you, but we stay in the right line of the nose, despite a less complexity, on exotic fruits and mandarin, with a touch of walnuts. Although fluid in texture, this malt tapes your palate nicely, leaving no astringency behind.

피니쉬(Finish): Long, it finally betrays the age of this venerable Glenlivet by a woody more present, slightly spicy (nutmeg, white pepper), always mixed with fruit."
Port Ellen1983 DL,https://www.whiskybase.com/whiskies/whisky/7574/port-ellen-1983-dl,Leathery,93.0,"Peaty, earthy, salty, peach and some apricot, lime blossom, pickaxe, a bit dusty. Kelp, camphor, mint.\nLater also toffee, lemon and mineral notes. Changes constantly. Deep",94.0,"Starts sweet, fruity and oily, peach and apricots. Then pepper and salty notes are added. Clearly peaty, dry campfire smoke. Toffee, leather. Powerful, powerful, intense, masculine. Fiery.",93.0,"Dry smoke, apricots and ripe, crumbly apples, powerful and intense, enormously long. Salty-maritime undertones, but also buttery. Dry and harmonious.","위스키 이름: Port Ellen1983 DL
태그: Leathery

향(Nose) [점수: 93.0]: Peaty, earthy, salty, peach and some apricot, lime blossom, pickaxe, a bit dusty. Kelp, camphor, mint.\nLater also toffee, lemon and mineral notes. Changes constantly. Deep

맛(Taste) [점수: 94.0]: Starts sweet, fruity and oily, peach and apricots. Then pepper and salty notes are added. Clearly peaty, dry campfire smoke. Toffee, leather. Powerful, powerful, intense, masculine. Fiery.

피니쉬(Finish) [점수: 93.0]: Dry smoke, apricots and ripe, crumbly apples, powerful and intense, enormously long. Salty-maritime undertones, but also buttery. Dry and harmonious."
Glendronach1971,https://www.whiskybase.com/whiskies/whisky/43222/glendronach-1971,"Coal-gas,Hay-like,Plastic",,"Herbal, rum, very tannic/bitter.",,"Herbal, rum, very tannic/bitter.",,"Herbal, rum, very tannic/bitter.","위스키 이름: Glendronach1971
태그: Coal-gas,Hay-like,Plastic

향(Nose): Herbal, rum, very tannic/bitter.

맛(Taste): Herbal, rum, very tannic/bitter.

피니쉬(Finish): Herbal, rum, very tannic/bitter."
Port Ellen10th Release,https://www.whiskybase.com/whiskies/whisky/18427/port-ellen-10th-release,"Cooked Vegetable,Green-House,Malt Extract,Sandy,Yeasty",95.0,"Perfect balance of fruit and honey, light smoke.",94.0,"Fireball of sweet apples, oranges, and flowers.",94.0,"Sweet, balanced crepe and marmalade","위스키 이름: Port Ellen10th Release
태그: Cooked Vegetable,Green-House,Malt Extract,Sandy,Yeasty

향(Nose) [점수: 95.0]: Perfect balance of fruit and honey, light smoke.

맛(Taste) [점수: 94.0]: Fireball of sweet apples, oranges, and flowers.

피니쉬(Finish) [점수: 94.0]: Sweet, balanced crepe and marmalade"
Lochside1966 SMWS 92.7,https://www.whiskybase.com/whiskies/whisky/35339/lochside-1966-smws-927,,,"Perfect sherry goodness from Ye Olden Days. In order of appearance: mint, Ginjinha, warm sand, cedar oak, chocolate ganache, lovage, cigar box, Amontillado sherry, old furniture, maple syrup, caramel flan, liquorice, Pan de Higo and an overall nuttiness. Huge sherry, but such a deep fruitiness and such elegance! The exotic oak and deep sherry push it in the direction of Karuizawa, while the mint and liquorice add some vermouth character.",,"Thick, dry, concentrated, herbal sherry. Blackcurrant, lovage again, caramel toffee, herbal honey, walnuts, black cherries, coffee powder, dark chocolate, spearmint. All kinds of old oak. So intense that it comes close to tarry, medicinal notes. Touches of Fernet-Branca in that respect.",,"Heavy and looong, dry but not over the top. Plenty of spices.","위스키 이름: Lochside1966 SMWS 92.7

향(Nose): Perfect sherry goodness from Ye Olden Days. In order of appearance: mint, Ginjinha, warm sand, cedar oak, chocolate ganache, lovage, cigar box, Amontillado sherry, old furniture, maple syrup, caramel flan, liquorice, Pan de Higo and an overall nuttiness. Huge sherry, but such a deep fruitiness and such elegance! The exotic oak and deep sherry push it in the direction of Karuizawa, while the mint and liquorice add some vermouth character.

맛(Taste): Thick, dry, concentrated, herbal sherry. Blackcurrant, lovage again, caramel toffee, herbal honey, walnuts, black cherries, coffee powder, dark chocolate, spearmint. All kinds of old oak. So intense that it comes close to tarry, medicinal notes. Touches of Fernet-Branca in that respect.

피니쉬(Finish): Heavy and looong, dry but not over the top. Plenty of spices."
Springbank1969 DE,https://www.whiskybase.com/whiskies/whisky/13109/springbank-1969-de,Nutty,95.0,"Dried fruits, dried apricot, cooked orange, jam, plum, figs,old books, old stamps, acacia honey, little nuts and raisins, hint of sweet pipe tobacco, spices, cinnamon, cloves, old wooden cabinet, hint of sherry wood, whiff of vanilla, orange zest, more of tropical fruits coming up in the background such as passion fruit, mango, papaya - superb!",96.0,"Punchy, oily, spices, cinnamon, cloves, little pepper, old books, old stamps, acacia honey, subtle sweetness, more dried fruits, apricot, orange peel, tobacco, sherry wood, plum, figs, dates, little nuts and vanilla - delicious!",95.0,"Medium long, warm, fruity, dried and cooked fruits, jam, tobacco, hint of roasted coffee beans, spices, sherry wood, old books, hint of OBE","위스키 이름: Springbank1969 DE
태그: Nutty

향(Nose) [점수: 95.0]: Dried fruits, dried apricot, cooked orange, jam, plum, figs,old books, old stamps, acacia honey, little nuts and raisins, hint of sweet pipe tobacco, spices, cinnamon, cloves, old wooden cabinet, hint of sherry wood, whiff of vanilla, orange zest, more of tropical fruits coming up in the background such as passion fruit, mango, papaya - superb!

맛(Taste) [점수: 96.0]: Punchy, oily, spices, cinnamon, cloves, little pepper, old books, old stamps, acacia honey, subtle sweetness, more dried fruits, apricot, orange peel, tobacco, sherry wood, plum, figs, dates, little nuts and vanilla - delicious!

피니쉬(Finish) [점수: 95.0]: Medium long, warm, fruity, dried and cooked fruits, jam, tobacco, hint of roasted coffee beans, spices, sherry wood, old books, hint of OBE"
Brora10th Release,https://www.whiskybase.com/whiskies/whisky/25968/brora-10th-release,"Citric,Fresh Fruit,Green-House,Smokey,Vanilla,Hay-like,Honey,Malt Extract,Medicinal,Mossy,New Wood,Oily,Old Wood",93.0,"A little nervous at first. Then as you slowly feel it's clear and powerful.\nFruits: banana, pineapple and orange. Honey, vanilla and nutella.\nSalted minerals, antique skin, horseradish and peat. Very mild smoke.\nFresh eucalyptus and mint. Camphor. Most of the farmy notes are mainly hay.",94.0,"Powerful but soft. Creamy and oily. Vibrantly acidic sour citrus. Honey sweeted fruits.\nPeat and smoke are more definite. Ash. Salted minerals. The oak also shows a marvelous maturiton. Spicy, hot notes: cayenne pepper and wasabi. The whole together in perfect harmony.",93.0,"Long, oaky, peaty, with a Talisker like peppery.","위스키 이름: Brora10th Release
태그: Citric,Fresh Fruit,Green-House,Smokey,Vanilla,Hay-like,Honey,Malt Extract,Medicinal,Mossy,New Wood,Oily,Old Wood

향(Nose) [점수: 93.0]: A little nervous at first. Then as you slowly feel it's clear and powerful.\nFruits: banana, pineapple and orange. Honey, vanilla and nutella.\nSalted minerals, antique skin, horseradish and peat. Very mild smoke.\nFresh eucalyptus and mint. Camphor. Most of the farmy notes are mainly hay.

맛(Taste) [점수: 94.0]: Powerful but soft. Creamy and oily. Vibrantly acidic sour citrus. Honey sweeted fruits.\nPeat and smoke are more definite. Ash. Salted minerals. The oak also shows a marvelous maturiton. Spicy, hot notes: cayenne pepper and wasabi. The whole together in perfect harmony.

피니쉬(Finish) [점수: 93.0]: Long, oaky, peaty, with a Talisker like peppery."
Glen Grant1965 SV,https://www.whiskybase.com/whiskies/whisky/23694/glen-grant-1965-sv,,,"Sweetish spices, dark fruits, menthol freshness, a hint of smoke.",,"Sweet spices, a hint of smoke, mint, dark sugar, dark chocolate.",,"Stays rather sweet, dark wood, beeswax.","위스키 이름: Glen Grant1965 SV

향(Nose): Sweetish spices, dark fruits, menthol freshness, a hint of smoke.

맛(Taste): Sweet spices, a hint of smoke, mint, dark sugar, dark chocolate.

피니쉬(Finish): Stays rather sweet, dark wood, beeswax."
Ardbeg1973 DL,https://www.whiskybase.com/whiskies/whisky/7906/ardbeg-1973-dl,,,"Intense smoke, maritime, salt, iodine, Hansaplast, a bit of wood tar, much more clean and crisp than expected based on some other -73's",,"Smoky, salty, maritime freshness, a bit of peat, a whiff of honey",,"A bit of oak spices, peat, salt, honey sweetness, good balance","위스키 이름: Ardbeg1973 DL

향(Nose): Intense smoke, maritime, salt, iodine, Hansaplast, a bit of wood tar, much more clean and crisp than expected based on some other -73's

맛(Taste): Smoky, salty, maritime freshness, a bit of peat, a whiff of honey

피니쉬(Finish): A bit of oak spices, peat, salt, honey sweetness, good balance"
Glenfiddich40-year-old,https://www.whiskybase.com/whiskies/whisky/18930/glenfiddich-40-year-old,,,"Complex, elegant, cedar wood, figs, dates, nutty, leather, herbs, butterscotch, olive oil",,"Oaky, fruity (oranges, apricots, prunes), tobacco, gingerbread, butterscotch, liquorice, some peat, aniseed, cognac",,"Long, warming, drying, oaky, spicy, chocolate, mint","위스키 이름: Glenfiddich40-year-old

향(Nose): Complex, elegant, cedar wood, figs, dates, nutty, leather, herbs, butterscotch, olive oil

맛(Taste): Oaky, fruity (oranges, apricots, prunes), tobacco, gingerbread, butterscotch, liquorice, some peat, aniseed, cognac

피니쉬(Finish): Long, warming, drying, oaky, spicy, chocolate, mint"
Springbank1972,https://www.whiskybase.com/whiskies/whisky/14327/springbank-1972,Cooked Vegetable,,"Very complex. Sweet riesling, funky, vanilla-laden dram, with white fruits, sweet, and sour. It's a bit all over the place, but works so beautifully.",,"Oily, creamy, dense mouthfeel. Full of buttercream and vanilla. Oh, I love that funky peat with all these sweeter notes.",,Perfect stuff right here.,"위스키 이름: Springbank1972
태그: Cooked Vegetable

향(Nose): Very complex. Sweet riesling, funky, vanilla-laden dram, with white fruits, sweet, and sour. It's a bit all over the place, but works so beautifully.

맛(Taste): Oily, creamy, dense mouthfeel. Full of buttercream and vanilla. Oh, I love that funky peat with all these sweeter notes.

피니쉬(Finish): Perfect stuff right here."
Dalmore1978,https://www.whiskybase.com/whiskies/whisky/25116/dalmore-1978,,,"Aromatic and fragrant, a full bag of quality raisins, old plum, milk caramel, but not excessively, and a smell of old paperback. It is more fruity with aeration, almost sweet (sweet orange jam, candied figs), with a subtle hint of acidity (balsamic vinegar).",,"The attack is a little soft, but it gets better later. A nice hint of exoticism makes a fleeting appearance, but we find quite quickly the markers of a classic sherry, with the usual raisins en masse, but also zests of candied orange. Alcohol would benefit from being better integrated.",,"Medium length, on raisins and with a slight woody bitterness.","위스키 이름: Dalmore1978

향(Nose): Aromatic and fragrant, a full bag of quality raisins, old plum, milk caramel, but not excessively, and a smell of old paperback. It is more fruity with aeration, almost sweet (sweet orange jam, candied figs), with a subtle hint of acidity (balsamic vinegar).

맛(Taste): The attack is a little soft, but it gets better later. A nice hint of exoticism makes a fleeting appearance, but we find quite quickly the markers of a classic sherry, with the usual raisins en masse, but also zests of candied orange. Alcohol would benefit from being better integrated.

피니쉬(Finish): Medium length, on raisins and with a slight woody bitterness."
Glenlossie1974 GM,https://www.whiskybase.com/whiskies/whisky/20774/glenlossie-1974-gm,,94.0,"Brown sugar, truck loads of wet pipe tobacco, toffee, acacia honey, hints of toasted bread, whiffs of menthol, spices, dried plums, dates, little earthy, porcino – excellent!",93.0,"Very punchy, oily, little sweetness, espresso, dark chocolate, cigar tobacco, spices, little herbal, menthol, old wood, black tea – great!",92.0,"Long, warm, spicy, more herbal, more woody","위스키 이름: Glenlossie1974 GM

향(Nose) [점수: 94.0]: Brown sugar, truck loads of wet pipe tobacco, toffee, acacia honey, hints of toasted bread, whiffs of menthol, spices, dried plums, dates, little earthy, porcino – excellent!

맛(Taste) [점수: 93.0]: Very punchy, oily, little sweetness, espresso, dark chocolate, cigar tobacco, spices, little herbal, menthol, old wood, black tea – great!

피니쉬(Finish) [점수: 92.0]: Long, warm, spicy, more herbal, more woody"
Glenglassaugh1967,https://www.whiskybase.com/whiskies/whisky/60221/glenglassaugh-1967,"Dried Fruit,Leathery,Old Wood,Chocolate,Honey,Tobacco,Nutty,Sherried,Toasted",94.0,"Thick tones of plum confiture, dried figs, raisins, red apple. Leather gloves, wax, oak, old furniture covered with old leather, over which restoration work was carried out. Very thick, like a train, like fog, like steam over a pot in which wild berries are boiled with spices.",92.0,"Thick, concentrated sweetness of dark berries, slowly spreading in the mouth, turning first into cooling, and then sharply, into the bitter tones of old oak, varnish and paint, into the astringent bitterness of thick tea leaves.",91.0,"The enveloping bitterness, which has completely connected all the receptors, is gradually replaced by sweetness, however, it also disappears pretty soon.","위스키 이름: Glenglassaugh1967
태그: Dried Fruit,Leathery,Old Wood,Chocolate,Honey,Tobacco,Nutty,Sherried,Toasted

향(Nose) [점수: 94.0]: Thick tones of plum confiture, dried figs, raisins, red apple. Leather gloves, wax, oak, old furniture covered with old leather, over which restoration work was carried out. Very thick, like a train, like fog, like steam over a pot in which wild berries are boiled with spices.

맛(Taste) [점수: 92.0]: Thick, concentrated sweetness of dark berries, slowly spreading in the mouth, turning first into cooling, and then sharply, into the bitter tones of old oak, varnish and paint, into the astringent bitterness of thick tea leaves.

피니쉬(Finish) [점수: 91.0]: The enveloping bitterness, which has completely connected all the receptors, is gradually replaced by sweetness, however, it also disappears pretty soon."
Glenfarclas1973,https://www.whiskybase.com/whiskies/whisky/22769/glenfarclas-1973,,91.0,"Rich sherry, dark fruits like red plum and blackcurrant to be honest a textbook sherried Farclas heavy sherry.",92.0,"Just as the nose hinted at with dark fruits of all varieties, there is a little wood, but that is fine as there is a nice treacle toffee note that checks it\nBalance is good.\nIt gains sweetness as you go on and then some peat arrives and dances over your tongue but it dims the sweetness.\nVery jammy this one.",92.0,"Medium length, warming, no rough edges and maintains fruity to the end then the sweetness gets a second wind.\nWith a little water\nThe nose is less expressive and the palate is less sweet but has more fizz, I preferred it neat.","위스키 이름: Glenfarclas1973

향(Nose) [점수: 91.0]: Rich sherry, dark fruits like red plum and blackcurrant to be honest a textbook sherried Farclas heavy sherry.

맛(Taste) [점수: 92.0]: Just as the nose hinted at with dark fruits of all varieties, there is a little wood, but that is fine as there is a nice treacle toffee note that checks it\nBalance is good.\nIt gains sweetness as you go on and then some peat arrives and dances over your tongue but it dims the sweetness.\nVery jammy this one.

피니쉬(Finish) [점수: 92.0]: Medium length, warming, no rough edges and maintains fruity to the end then the sweetness gets a second wind.\nWith a little water\nThe nose is less expressive and the palate is less sweet but has more fizz, I preferred it neat."
Brora5th Release,https://www.whiskybase.com/whiskies/whisky/299/brora-5th-release,"Leathery,New Wood,Nutty,Smokey,Solvent,Hay-like,Malt Extract,Tobacco,Vanilla,Vegetative",92.0,"Intense, powerful, smoke & leather, honeydew, overripe almost fermenting fruits, hints of vanilla, walnuts, spices, nutmeg, pepper, malty, dry hay - great!",93.0,"Punchy, oily, creamy, smoky, more walnuts, subtle sweetness, honey, cigares, cold ashes, old books, grapefruits - very good!",91.0,"Long, burning, more smoke, bonfires, a bit drying","위스키 이름: Brora5th Release
태그: Leathery,New Wood,Nutty,Smokey,Solvent,Hay-like,Malt Extract,Tobacco,Vanilla,Vegetative

향(Nose) [점수: 92.0]: Intense, powerful, smoke & leather, honeydew, overripe almost fermenting fruits, hints of vanilla, walnuts, spices, nutmeg, pepper, malty, dry hay - great!

맛(Taste) [점수: 93.0]: Punchy, oily, creamy, smoky, more walnuts, subtle sweetness, honey, cigares, cold ashes, old books, grapefruits - very good!

피니쉬(Finish) [점수: 91.0]: Long, burning, more smoke, bonfires, a bit drying"
Mortlach1949 GM,https://www.whiskybase.com/whiskies/whisky/12076/mortlach-1949-gm,,,"Sherry, Raisins, Plums and Oak",,"Wine comes back in the taste wit Sherry, raisins, figs and a very strong taste of oak",,"Medium long without surprises, just fading away","위스키 이름: Mortlach1949 GM

향(Nose): Sherry, Raisins, Plums and Oak

맛(Taste): Wine comes back in the taste wit Sherry, raisins, figs and a very strong taste of oak

피니쉬(Finish): Medium long without surprises, just fading away"
Mortlach1954 GM,https://www.whiskybase.com/whiskies/whisky/13625/mortlach-1954-gm,,91.0,Acidic and tart. With lovage and a meaty note. Preserved cherry cola. Herbal liqueur and leather. This is exactly the balance between Mortlach and sherry maturation. Or maybe the sum of it all.,89.0,Meat marinated in soy sauce. Hot spices give it punch while still feeling relatively thin. That's interesting. Low abv bottlings are often not particularly expressive. This is the opposite.,91.0,"Beautifully dry, like a really good red wine. Dark fruits, sugar beet juice, plum jam and leather. Feels like it stays forever.","위스키 이름: Mortlach1954 GM

향(Nose) [점수: 91.0]: Acidic and tart. With lovage and a meaty note. Preserved cherry cola. Herbal liqueur and leather. This is exactly the balance between Mortlach and sherry maturation. Or maybe the sum of it all.

맛(Taste) [점수: 89.0]: Meat marinated in soy sauce. Hot spices give it punch while still feeling relatively thin. That's interesting. Low abv bottlings are often not particularly expressive. This is the opposite.

피니쉬(Finish) [점수: 91.0]: Beautifully dry, like a really good red wine. Dark fruits, sugar beet juice, plum jam and leather. Feels like it stays forever."
Ledaig1972 AC,https://www.whiskybase.com/whiskies/whisky/67155/ledaig-1972-ac,"Dried Fruit,Plastic",,"More like some Talisker or Bowmore. Intense aroma of burnt branches, balsamic sauce, spices and dried fruits.\nIntensity: 9/10",,"Surprisingly watery and really indistinguishable from the old Bowmore with its burnt wires and tar. Before the tasting I ate very sweet dried apricots, but this whisky is even sweeter, it’s just cloying!\nTropical fruits, unusual 4D profile of texture, depth, aroma, sweet and sour wine notes.\nDried fruits at the peak of their sweetness, sweet balsamic dressing\nSweetness: 11/10\nSaturation: 10/10",,"Sweet, tart, powerful, endless.\nPropolis and other bee stories.","위스키 이름: Ledaig1972 AC
태그: Dried Fruit,Plastic

향(Nose): More like some Talisker or Bowmore. Intense aroma of burnt branches, balsamic sauce, spices and dried fruits.\nIntensity: 9/10

맛(Taste): Surprisingly watery and really indistinguishable from the old Bowmore with its burnt wires and tar. Before the tasting I ate very sweet dried apricots, but this whisky is even sweeter, it’s just cloying!\nTropical fruits, unusual 4D profile of texture, depth, aroma, sweet and sour wine notes.\nDried fruits at the peak of their sweetness, sweet balsamic dressing\nSweetness: 11/10\nSaturation: 10/10

피니쉬(Finish): Sweet, tart, powerful, endless.\nPropolis and other bee stories."
Port Ellen1983 TWA,https://www.whiskybase.com/whiskies/whisky/20319/port-ellen-1983-twa,"Chocolate,Coal-gas",94.0,"Ecstasy! delicate peat coating notes of sherry and exotic fruits, the fantastic triptych! Very complex. Perfectly balanced, vanilla, papaya, almonds, the peat is medicinal, a touch of iodine/pen ink, honey.",91.0,"fine spices (cinnamon, nutmeg), salt, not so peaty, citrus fruits (lemons).",93.0,"long, persistent, wet pebbles, mineral, varies over an infinity of strata","위스키 이름: Port Ellen1983 TWA
태그: Chocolate,Coal-gas

향(Nose) [점수: 94.0]: Ecstasy! delicate peat coating notes of sherry and exotic fruits, the fantastic triptych! Very complex. Perfectly balanced, vanilla, papaya, almonds, the peat is medicinal, a touch of iodine/pen ink, honey.

맛(Taste) [점수: 91.0]: fine spices (cinnamon, nutmeg), salt, not so peaty, citrus fruits (lemons).

피니쉬(Finish) [점수: 93.0]: long, persistent, wet pebbles, mineral, varies over an infinity of strata"
